user_name,trial_number,timestamp,dragonfly_image,dragonfly_scale,dragonfly_center_x,dragonfly_center_y,dragonfly_width,dragonfly_height,grain_size,contrast,complexity_alpha,edge_density,background_seed,click_x,click_y,click_accuracy_pixels,click_accuracy_normalized,reaction_time_seconds,found,timed_out
j,1,2025-11-17T11:21:46.770564,Brachydiplax duivenbodei.png,0.5,318,612,28,139,35.868215946581145,0.6574670151511977,1.1296605881184427,high,923250,323.6237113402062,596.6134020618556,16.38210991747015,0.1961929331433551,2.364975929260254,True,False
j,2,2025-11-17T11:21:49.670732,Brachydiplax duivenbodei.png,0.5,683,545,28,139,50.404027795886364,0.3513733300865062,0.7448256538930585,medium,807700,683.2113402061856,538.8814432989691,6.122205549185754,0.07331982693635633,1.080439567565918,True,False
j,3,2025-11-17T11:21:52.730973,Dromaeschna forcipata.png,0.5,192,609,20,135,23.444137194055116,0.5134981900546143,1.0937983491985785,auto,389378,199.08762886597938,590.0154639175257,20.264429259385324,0.2614765065727139,1.2680037021636963,True,False
j,4,2025-11-17T11:21:55.515676,Brachydiplax duivenbodei.png,0.5,581,319,28,139,42.97963287581409,0.30032505363183465,1.3360201556417333,high,250002,576.819587628866,326.0979381443299,8.237510151342054,0.09865281618373717,0.9700918197631836,True,False
j,5,2025-11-17T11:21:58.490757,Dromaeschna forcipata.png,0.5,137,213,20,135,57.97947727663603,0.5958577244166774,1.2705395163326494,high,464469,136.40721649484536,201.561855670103,11.453494575697773,0.14778702678319708,1.1662814617156982,True,False
j,6,2025-11-17T11:22:01.460772,Brachydiplax duivenbodei.png,0.5,482,434,28,139,10.07416845417616,0.5340018123186161,0.5817515987820959,auto,986256,482.798969072165,434.13917525773195,0.8110002038476595,0.009712577291588736,1.1282975673675537,True,False
j,7,2025-11-17T11:22:04.710974,Brachydiplax duivenbodei.png,0.5,685,213,28,139,34.34278716742696,0.37464754467306005,0.579492870067329,low,798155,684.0360824742269,222.18041237113403,9.230877981024516,0.1105494368984972,1.4852116107940674,True,False
j,8,2025-11-17T11:22:07.446000,Brachydiplax duivenbodei.png,0.5,198,445,28,139,26.460781616505137,0.7256136777465778,0.9400619571148622,medium,849134,194.9639175257732,445.6855670103093,3.1125229181375462,0.03727572357050953,0.940161943435669,True,False
j,9,2025-11-17T11:22:09.938281,Brachydiplax duivenbodei.png,0.5,671,383,28,139,12.191206836588133,0.29332751844744964,1.0271109931199252,auto,568606,670.840206185567,385.47938144329896,2.4845253881790557,0.02975479506801264,0.7094871997833252,True,False
j,10,2025-11-17T11:22:12.740878,Brachydiplax duivenbodei.png,0.5,125,230,28,139,20.992192890175055,0.22658321716775268,1.321413438531017,high,336893,128.98453608247422,216.40721649484533,14.164755247110481,0.1696377873905447,1.0150477886199951,True,False
j,11,2025-11-17T11:22:15.620643,Macromia.png,0.5,457,286,25,150,15.925973520102673,0.305748581169438,1.218689520807473,low,130739,461.3556701030928,280.7371134020618,6.831532579863294,0.0780746580555805,1.035106897354126,True,False
j,12,2025-11-17T11:22:19.130950,Macromia.png,0.5,274,194,25,150,10.540949955058545,0.48314035367749075,0.7333289404572102,auto,938010,273.3144329896907,200.73711340206182,6.77190513207808,0.07739320150946377,1.7149953842163086,True,False
j,13,2025-11-17T11:22:21.995935,Brachydiplax duivenbodei.png,0.5,552,291,28,139,16.95015006394495,0.7193015821173621,1.0434623908139955,medium,862775,552.9020618556701,288.159793814433,2.9800145583517126,0.03568879710600854,1.0901594161987305,True,False
j,14,2025-11-17T11:22:24.965689,Dromaeschna forcipata.png,0.5,189,194,20,135,44.57577077366742,0.33455022760887676,1.4965587450905757,medium,445022,193.31443298969072,204.86082474226805,11.686395770501418,0.1507922034903409,1.1742379665374756,True,False
j,15,2025-11-17T11:22:27.980800,Dromaeschna forcipata.png,0.5,160,393,20,135,44.539015358752486,0.5873061355518407,0.6456796601649026,medium,316549,153.72680412371133,378.0567010309278,16.20663970665602,0.20911793169878734,1.127927541732788,True,False
j,16,2025-11-17T11:22:30.811055,Macromia.png,0.5,165,463,25,150,50.49241872466852,0.37838882418133224,1.113306488981296,low,357479,161.9742268041237,445.6855670103093,17.576828302835914,0.20087803774669616,1.017838716506958,True,False
j,17,2025-11-17T11:22:33.621036,Dromaeschna forcipata.png,0.5,325,313,20,135,18.36481635933096,0.7045740732803767,0.5176110719261993,medium,838480,325.2731958762887,311.2525773195876,1.7686497705427155,0.02282128736184149,1.0201337337493896,True,False
j,18,2025-11-17T11:22:36.445842,Brachydiplax duivenbodei.png,0.5,190,250,28,139,38.363375233763776,0.5478598443918736,0.6843727856902044,auto,823062,190.840206185567,248.57216494845352,1.6567013516894982,0.019840734750772433,1.0299139022827148,True,False
j,19,2025-11-17T11:22:39.320788,Brachydiplax duivenbodei.png,0.5,185,190,28,139,45.46383860126055,0.5918445811698883,1.4212009099649145,low,681414,186.71649484536084,187.54123711340208,2.998644608262489,0.035911911476197475,1.088846206665039,True,False
j,20,2025-11-17T11:22:42.320790,Dromaeschna forcipata.png,0.5,255,584,20,135,58.24807820226085,0.4841898811780258,0.8538977649346234,medium,369662,257.6443298969072,584.2422680412371,2.6554047539842527,0.034263287148183906,1.128096103668213,True,False
j,21,2025-11-17T11:22:45.190947,Dromaeschna forcipata.png,0.5,153,322,20,135,18.166744734288223,0.7127675894587031,0.8444740636046414,medium,613394,152.07731958762886,314.55154639175254,7.505384753467873,0.09684367423829514,1.0601718425750732,True,False
j,22,2025-11-17T11:22:48.800876,Macromia.png,0.5,597,229,25,150,18.718148255309327,0.5926524447623214,0.7996537935191491,low,35353,595.7886597938144,232.07731958762884,3.307149972336579,0.03779599968384662,1.815244197845459,True,False
j,23,2025-11-17T11:22:51.980974,Dromaeschna forcipata.png,0.5,589,232,20,135,39.349445233269144,0.3596056234427454,0.9517375761204114,auto,667646,589.1907216494845,232.90206185567,0.9220034376491947,0.01189681855031219,1.3950657844543457,True,False
j,24,2025-11-17T11:22:54.850617,Brachydiplax duivenbodei.png,0.5,669,510,28,139,14.513017634016409,0.3085928938031979,1.1169122549311203,high,280614,668.3659793814434,520.7371134020618,10.755816396419686,0.1288121724122118,1.0730836391448975,True,False
