user_name,trial_number,timestamp,dragonfly_image,dragonfly_scale,dragonfly_center_x,dragonfly_center_y,dragonfly_width,dragonfly_height,grain_size,contrast,complexity_alpha,edge_density,background_seed,click_x,click_y,click_accuracy_pixels,click_accuracy_normalized,reaction_time_seconds,found,timed_out
J,1,2025-11-17T13:53:04.969248,Brachydiplax duivenbodei.png,0.5,123,313,28,139,27.721546279884876,0.30034594524109626,1.2514820089621386,auto,113930,121.5618556701031,308.7783505154639,4.459886039339855,0.05341180885436952,3.987046241760254,True,False
J,2,2025-11-17T13:53:10.364329,Dromaeschna forcipata.png,0.5,297,231,20,135,22.582989797303124,0.4482130829218717,0.8902946987935129,low,79983,298.05670103092785,236.20103092783506,5.307291190528446,0.06848117665197995,3.630164861679077,True,False
J,3,2025-11-17T14:04:27.973913,Dromaeschna forcipata.png,0.5,415,250,20,135,23.451999857296776,0.7176897667566149,0.6969542090142274,auto,410930,,,,,,False,True
J,4,2025-11-17T14:04:31.664714,Dromaeschna forcipata.png,0.5,122,378,20,135,26.13215303395677,0.34990644087827244,1.205076235870025,low,13003,,,,,,False,True
J,5,2025-11-17T14:04:37.874958,Brachydiplax duivenbodei.png,0.5,423,510,28,139,42.12439120075171,0.49023919125621385,1.4857699510563085,medium,129945,,,,,,False,True
J,6,2025-11-17T14:04:45.878109,Macromia.png,0.5,277,613,25,150,33.21399072980677,0.5658199697167874,1.3108571044187896,medium,579561,279.91237113402065,601.5618556701031,11.803094989613063,0.13489251416700643,7.284227132797241,True,False
J,7,2025-11-17T14:04:48.701597,Brachydiplax duivenbodei.png,0.5,355,230,28,139,54.048369697222626,0.21822400667830488,0.8263596252331239,medium,872388,336.819587628866,223.8298969072165,19.198894920282775,0.2299268852728476,1.0049107074737549,False,False
J,8,2025-11-17T14:04:51.395224,Dromaeschna forcipata.png,0.5,432,529,20,135,48.05431665663433,0.4162208375640655,1.0861068932270879,medium,475164,430.840206185567,526.5103092783505,2.7465763381825985,0.035439694686227076,0.9139864444732666,True,False
J,9,2025-11-17T14:04:54.517117,Brachydiplax duivenbodei.png,0.5,253,215,28,139,14.261536205530359,0.47275033574066694,0.5550980288872464,medium,33235,251.04639175257734,208.98453608247416,6.324744368545904,0.07574544153947191,1.374079942703247,True,False
J,10,2025-11-17T14:04:56.964621,Brachydiplax duivenbodei.png,0.5,486,326,28,139,38.26281446277023,0.4836284609702035,0.9860699927656787,low,580347,481.97422680412376,344.2422680412371,18.681198920652157,0.22372693318146297,0.6837153434753418,True,False
J,11,2025-11-17T14:04:59.866413,Macromia.png,0.5,184,188,25,150,17.390280882189092,0.4851796129138012,1.0252661426825234,auto,147761,175.99484536082474,185.06701030927832,8.525545690628187,0.09743480789289356,1.1428098678588867,True,False
J,12,2025-11-17T14:05:02.502284,Macromia.png,0.5,422,353,25,150,41.99016680746355,0.537687041479823,0.8797949052017445,medium,864784,421.76804123711344,341.7680412371134,11.234353676062785,0.12839261344071753,0.8209249973297119,True,False
J,13,2025-11-17T14:05:05.193793,Dromaeschna forcipata.png,0.5,300,356,20,135,36.76057337461195,0.5705995987156116,1.0546916821039583,auto,43705,295.58247422680415,355.7886597938144,4.4225782796464035,0.05706552618898585,0.9398026466369629,True,False
J,14,2025-11-17T14:05:07.858895,Dromaeschna forcipata.png,0.5,510,450,20,135,26.89500057765489,0.42937287850541894,1.0124817368733114,medium,698509,511.6649484536083,440.7371134020618,9.411329421470453,0.12143650866413488,0.9239778518676758,True,False
J,15,2025-11-17T14:05:10.635202,Macromia.png,0.5,218,477,25,150,33.234609508853794,0.2722128263859027,1.4974482081233251,high,508694,223.00515463917526,476.20103092783506,5.068522915044749,0.05792597617193999,1.0131096839904785,True,False
J,16,2025-11-17T14:05:13.273596,Dromaeschna forcipata.png,0.5,652,401,20,135,35.20468418482723,0.56063979784222,1.108891444070235,auto,601523,656.819587628866,398.67525773195877,5.350967344801821,0.06904473993292672,0.870983362197876,True,False
J,17,2025-11-17T14:05:15.782418,Brachydiplax duivenbodei.png,0.5,558,430,28,139,22.32953404427994,0.3247112433971069,1.1397084098749048,high,122463,554.5515463917526,425.89175257731955,5.363723443112545,0.06423620889955144,0.7257866859436035,True,False
J,18,2025-11-17T14:05:19.459978,Macromia.png,0.5,124,572,25,150,15.442151778238962,0.7618826365584299,1.2709081342372661,low,660212,123.21134020618557,574.3453608247423,2.474409357526648,0.028278964086018835,1.9231352806091309,True,False
J,19,2025-11-17T14:05:22.212848,Dromaeschna forcipata.png,0.5,330,220,20,135,37.41562662068222,0.6678788676695582,1.0734159931408658,high,209420,330.2216494845361,214.75773195876286,5.246951754130334,0.06770260327910109,1.001108169555664,True,False
